20151203,-2
20151207,-1
20151209,-2
20151211,-2
20151215,-1
20151217,-1
20151218,-2
20151223,-1
20151230,-1
20151231,-1
20160107,-3
20160108,-3
20160113,-5
20160119,-1
20160121,-1
20160125,-2
20160127,-3
20160203,-3
20160204,-1
20160205,-5
20160208,-1
20160210,-1
20160212,-2
20160216,-2
20160218,-2
20160223,-1
20160226,-1
20160229,-1
20160303,-1
20160304,-2
20160307,-2
20160310,-1
20160317,-1
20160330,-2
20160331,-1
20160404,-2
20160408,-4
20160411,-2
20160413,-2
20160415,-1
20160422,-1
20160426,-2
20160428,-3
20160511,-1
20160513,-1
20160516,-1
20160517,-1
20160523,-1
20160531,-1
20160603,-1
20160607,-1
20160610,-1
20160613,-1
20160615,-1
20160617,-1
20160622,-1
20160627,-3
20160707,-1
20160712,-1
20160713,-2
20160715,-1
20160721,-1
20160726,-1
20160728,-3
20160729,-1
20160802,-1
20160803,-1
20160815,-1
20160824,-1
20160830,-1
20160908,-1
20160909,-3
20160913,-1
20160919,-1
20160929,-1
20161004,-1
20161011,-1
20161014,-1
20161017,-1
20161025,-1
20161026,-1
20161027,-2
20161031,-1
20161101,-2
20161102,-3
20161103,-2
20161107,-1
20161110,-3
20161111,-1
20161114,-4
20161118,-1
20161122,-1
20161125,-1
20161130,-2
20161201,-3
20161212,-1
20161216,-1
20161219,-1
20161222,-1
20161228,-1
20161229,-1
20161230,-2
20170119,-1
20170120,-1
20170130,-1
20170202,-2
20170213,-1
20170223,-1
20170228,-1
20170321,-3
20170406,-1
20170411,-1
20170426,-1
20170502,-1
20170503,-2
20170505,-1
20170509,-1
20170517,-3
20170531,-1
20170606,-1
20170609,-5
20170614,-1
20170620,-1
20170626,-3
20170627,-2
20170629,-1
20170630,-1
20170703,-3
20170717,-1
20170727,-4
20170731,-3
20170802,-1
20170803,-1
20170808,-1
20170810,-3
20170816,-1
20170817,-2
20170824,-1
20170825,-2
20170905,-1
20170908,-2
20170912,-1
20170914,-1
20170918,-2
20170921,-1
20170925,-6
20171002,-2
20171004,-1
20171010,-1
20171018,-1
20171020,-1
20171023,-4
20171025,-1
20171026,-1
20171031,-1
20171102,-2
20171128,-1
20171129,-7
20171201,-1
20171204,-5
20171208,-3
20171212,-2
20171220,-2
20171226,-1
20171229,-2
20180104,-1
20180109,-1
20180111,-1
20180116,-3
20180117,-2
20180124,-3
20180129,-3
20180131,-1
20180202,-2
20180205,-6
20180207,-4
20180208,-9
20180212,-1
20180213,-2
20180215,-1
20180216,-2
20180227,-3
20180228,-4
20180301,-3
20180306,-2
20180308,-1
20180313,-4
20180319,-4
20180322,-1
20180323,-6
